Time (s),Target,X (mm),Y (mm),Z (mm),Yaw,Pitch,Roll
49.228,8,51.24,93.25,932.99,-33.65,45.00,145.75
49.288,8,56.53,101.56,1005.15,-31.35,41.24,147.73
49.350,8,72.01,124.27,1212.86,-24.88,28.84,155.65
49.470,8,71.70,106.39,1051.25,-28.19,-28.78,-144.81
49.530,8,108.20,158.42,1517.52,-22.50,-15.11,-150.88
49.590,8,96.99,141.68,1344.73,-25.77,-18.47,-135.81
49.653,8,100.79,151.44,1401.81,-25.91,-17.31,-130.82
49.711,8,91.47,146.44,1303.72,-27.18,-15.19,-115.74
49.772,8,-2.44,-6.95,168.32,-89.70,-77.44,-119.59
49.832,8,449.09,885.61,7012.83,-15.71,24.29,19.16
49.892,8,75.94,165.47,1323.07,-28.70,10.30,85.02
49.954,8,99.54,251.19,1940.28,-19.71,3.41,84.06
50.015,8,621.89,1824.33,13733.84,-20.22,-32.93,-81.13
50.073,8,43.79,136.90,1044.25,-17.08,15.08,81.70
50.137,8,41.04,134.90,1025.65,-16.92,16.28,81.71
50.195,8,98.91,303.21,2292.61,-23.92,-15.05,-96.15
50.254,8,42.63,137.78,1048.81,-17.79,19.39,81.19
50.316,8,42.65,133.12,1015.96,-17.33,16.67,81.72
50.375,8,47.98,130.18,1004.65,-20.41,9.57,81.71
50.436,8,48.15,119.59,934.68,-21.56,13.14,82.17
50.498,8,61.30,134.92,1076.29,-29.63,10.79,82.38
50.556,8,66.58,129.20,1057.70,-28.55,18.01,82.96
50.620,8,131.60,287.01,2252.90,-30.79,-19.53,75.86
50.678,8,948.65,2616.21,19842.82,0.00,0.09,-0.01
50.738,8,111.98,285.40,2247.19,-16.79,-10.29,84.46
50.800,8,72.81,123.88,1036.79,-33.94,23.17,81.47
50.860,8,136.82,321.51,2485.70,-21.16,-16.86,90.56
50.920,8,240.13,497.41,3951.68,-29.70,4.47,82.00
50.981,8,121.33,213.90,1770.27,-24.65,-13.56,-97.41
51.040,8,199.24,352.93,2877.79,-47.62,8.16,-95.65
51.103,8,1421.66,3164.35,24722.62,-0.15,2.64,0.06
51.163,8,123.33,225.07,1857.32,-42.26,27.88,76.64
51.225,8,130.99,243.83,1984.80,-34.24,14.22,81.64
51.284,8,124.88,230.77,1885.76,-32.75,2.50,84.48
51.344,8,89.77,187.46,1482.41,-21.01,-9.06,-100.21
51.404,8,117.10,217.24,1768.09,-23.52,-13.43,-96.80
51.464,8,116.49,204.32,1672.68,-48.45,24.36,58.88
51.523,8,96.25,180.68,1469.79,-23.99,-11.86,-97.13
51.644,9,120.04,223.99,1805.78,-35.44,17.45,70.33
51.705,9,420.40,813.47,6495.01,-40.15,16.38,-40.82
51.767,9,113.88,219.35,1783.51,-33.26,25.46,85.89
51.827,9,92.09,198.87,1567.52,-22.46,-7.46,-98.46
51.887,9,-644.07,-1335.58,-10477.21,146.05,-7.51,-39.99
51.948,9,96.69,193.11,1550.51,-33.25,5.13,83.42
52.007,9,104.49,203.17,1641.20,-23.62,-9.36,-97.97
52.070,9,107.22,219.39,1748.04,-29.73,14.23,80.79
52.129,9,57.43,116.35,947.08,-22.69,-8.56,-98.76
52.190,9,293.26,639.37,5010.61,-28.29,-11.44,-95.76
52.250,9,358.76,725.10,5712.66,-32.69,20.98,12.21
52.309,9,132.44,251.65,2043.70,-25.72,-13.50,-99.37
52.672,9,81.25,52.03,843.06,-37.85,43.02,131.20
52.732,9,84.47,47.44,849.87,-36.43,43.58,133.24
52.792,9,89.21,47.94,888.35,-34.85,42.08,135.31
52.854,9,88.64,47.94,886.97,-34.45,41.91,135.92
52.915,9,86.10,49.01,899.55,-31.42,40.17,141.26
53.336,9,37.62,68.39,932.29,-33.34,-43.15,-142.11
53.397,9,34.89,72.49,950.74,-33.86,-45.18,-143.28
53.457,9,33.07,73.82,952.29,-34.12,-46.37,-143.65
53.519,9,32.08,73.99,951.52,-34.15,-46.46,-143.28
53.579,9,31.71,73.41,952.44,-34.11,-46.44,-143.28
53.638,9,30.99,73.33,957.99,-42.83,43.73,130.16
53.701,9,31.82,71.90,955.46,-33.67,-45.46,-142.20
53.760,9,32.27,70.25,963.74,-41.45,42.38,129.38
53.820,9,33.54,69.66,975.47,-41.06,41.95,129.51
53.880,9,34.00,69.15,974.50,-41.24,42.17,129.22
53.940,9,33.63,70.49,982.28,-41.54,41.62,128.51
54.003,9,32.69,71.75,984.23,-41.85,41.79,128.38
54.063,9,31.33,72.12,980.00,-42.16,41.34,128.10
54.122,9,30.33,72.57,975.41,-42.31,42.17,128.84
54.184,9,29.83,73.60,975.87,-42.28,42.52,129.30
54.244,9,30.06,74.18,975.13,-33.68,-45.09,-141.74
54.304,9,29.16,74.96,973.56,-34.54,-45.21,-141.64
54.365,9,27.74,75.43,970.85,-35.26,-45.25,-141.45
54.424,9,27.13,75.80,974.14,-34.36,-45.74,-142.24
54.487,9,27.01,75.80,969.84,-34.89,-46.15,-142.20
54.546,9,27.08,75.96,964.94,-35.54,-46.78,-141.94
54.605,9,26.76,76.63,966.30,-36.00,-46.71,-141.62
54.668,9,26.04,76.58,965.55,-35.99,-46.80,-141.27
54.727,9,25.84,76.89,976.53,-35.35,-45.86,-141.05
54.787,9,26.02,75.74,977.48,-35.28,-46.34,-141.31
54.848,9,26.82,74.58,982.72,-35.16,-45.78,-140.64
54.907,9,27.41,74.12,989.48,-43.14,42.44,129.04
54.970,9,27.82,73.49,988.52,-43.35,42.31,128.34
55.088,10,27.93,73.17,987.25,-43.36,42.38,127.96
55.152,10,27.89,73.48,992.96,-43.22,42.46,127.98
55.210,10,27.61,73.26,988.45,-43.49,42.46,128.09
55.270,10,27.72,73.38,994.54,-43.34,42.54,128.11
55.331,10,27.36,73.59,989.66,-43.80,42.75,127.97
55.390,10,27.24,73.73,993.06,-44.14,42.45,128.11
55.453,10,27.17,74.70,990.29,-35.67,-46.09,-139.87
55.512,10,24.87,75.61,971.18,-36.75,-45.72,-138.32
55.572,10,21.42,79.41,963.07,-37.38,-47.17,-138.63
55.635,10,18.86,81.86,950.63,-37.42,-49.36,-140.69
55.693,10,19.76,83.61,958.34,-34.73,-48.85,-142.89
55.874,10,34.30,80.67,918.79,-28.26,-46.99,-150.45
55.936,10,37.73,79.59,895.02,-26.95,-48.10,-153.51
55.996,10,39.14,77.43,836.26,-25.62,-50.83,-156.61
56.056,10,41.11,77.98,811.95,-36.89,50.76,144.47
56.119,10,45.66,82.70,850.36,-34.69,48.48,146.44
56.178,10,50.57,90.37,911.95,-34.68,44.49,143.50
56.238,10,57.71,104.08,1015.67,-29.44,38.98,148.69
56.299,10,55.85,103.85,1007.22,-32.60,37.11,139.67
56.357,10,54.02,105.10,1001.99,-33.38,34.99,134.56
56.421,10,54.59,108.70,1018.87,-32.52,31.61,133.06
56.491,10,54.12,107.17,1000.82,-33.07,27.81,126.67
56.547,10,70.71,138.95,1263.82,-26.12,18.66,132.29
56.603,10,69.11,135.36,1228.44,-26.40,18.41,129.03
56.661,10,64.92,130.69,1188.72,-25.84,18.74,130.68
56.721,10,52.11,111.03,1024.69,-29.51,25.27,129.72
56.783,10,48.73,114.02,1045.07,-28.32,26.99,137.42
56.841,10,41.96,104.56,963.87,-31.45,33.75,135.31
56.904,10,40.22,103.04,944.49,-30.95,35.75,137.47
56.964,10,39.51,99.08,918.47,-31.60,37.47,137.53
57.023,10,48.20,117.73,1083.05,-25.32,30.89,144.45
57.086,10,42.54,100.37,942.14,-29.72,36.41,137.43
57.144,10,43.48,111.08,1013.68,-25.87,30.19,136.69
57.629,10,-363.14,1465.34,10631.87,20.15,-10.06,-41.47
57.688,10,-94.71,335.36,2543.54,9.63,8.62,-112.06
57.749,10,-138.76,449.50,3256.70,39.92,4.55,-13.91
57.809,10,-104.89,395.78,2935.17,14.67,10.51,-100.06
58.414,10,2188632.17,4856535.52,38025437.81,12.43,51.20,59.20
58.473,10,400.28,740.08,6028.60,-18.40,-21.59,-91.40
58.536,10,157.83,271.80,2253.13,-22.13,-24.45,-100.04
58.595,10,263.29,404.13,3462.42,-39.92,-8.95,-93.96
58.654,10,265.16,386.10,3353.48,-32.08,-20.84,-100.83
58.716,10,595.59,824.78,7209.12,-36.26,34.89,40.60
58.776,10,2195.90,3109.07,27187.12,-6.24,17.66,-8.33
58.837,10,280.81,367.56,3311.77,-37.25,-25.12,-99.34
58.897,10,106.13,141.49,1282.21,-40.24,21.26,85.14
58.957,10,0.83,0.54,71.44,-42.85,52.71,69.84
59.020,10,109.66,147.53,1337.94,-37.54,24.15,86.65
59.078,10,108.20,153.41,1372.40,-29.31,-19.87,-103.43
59.138,10,106.50,149.30,1337.64,-33.90,-21.11,-104.51
59.202,10,89.79,125.37,1132.88,-29.08,-21.62,-105.83
59.259,10,84.11,117.61,1066.36,-27.66,-21.34,-105.44
59.319,10,85.04,119.26,1080.95,-28.03,-21.30,-105.39
59.379,10,87.26,123.20,1112.78,-28.57,-20.93,-105.93
59.440,10,88.43,127.33,1139.52,-28.51,-20.73,-105.20
59.500,10,105.74,159.87,1403.30,-25.01,-21.04,-105.57
59.560,10,118.35,185.38,1605.36,-30.34,18.38,92.75
69.232,10,-219.14,581.46,4405.62,1.27,29.45,-86.93
69.411,10,-113.16,339.43,2605.42,8.35,-8.85,84.10
69.473,10,-65.61,253.46,1885.80,27.34,-21.73,76.88
69.773,10,2.63,61.38,429.65,2.31,-33.92,-94.94
70.197,10,84.74,144.35,1467.16,13.83,3.45,176.79
70.257,10,88.45,131.63,1392.60,12.57,2.18,176.83
70.320,10,96.49,129.13,1411.03,15.26,-1.17,175.50
70.379,10,96.47,123.34,1371.68,15.21,-2.81,173.48
70.438,10,80.64,101.28,1143.00,10.32,37.18,176.15
70.500,10,67.08,84.11,960.40,-0.73,51.51,161.55
70.559,10,81.69,104.57,1157.95,6.50,35.13,168.80
70.621,10,82.45,105.97,1162.12,9.52,-28.95,-174.27
70.680,10,85.50,110.84,1198.91,8.67,-25.53,-173.52
70.740,10,100.44,134.26,1416.60,10.37,-11.12,-178.30
70.804,10,74.32,105.32,1077.38,0.70,-37.58,-161.19
70.862,10,68.56,105.38,1036.68,-3.73,-39.16,-153.55
70.922,10,61.42,104.02,985.02,-9.24,-38.81,-143.73
70.986,10,1.92,-8.01,165.01,62.81,-10.83,-83.85
71.043,10,73.04,147.71,1292.41,-8.60,-28.38,-136.35
71.104,10,73.37,165.12,1389.76,-14.14,28.11,115.72
71.164,10,94.57,244.57,1944.42,-13.33,18.16,109.46
71.224,10,103.43,278.93,2237.65,-5.55,-14.92,-130.71
71.286,10,81.89,217.11,1740.82,-11.87,19.71,110.28
71.345,10,80.67,205.16,1656.22,-18.57,17.41,102.74
71.406,10,110.56,273.04,2045.00,-30.49,-19.57,-75.84
71.467,10,73.92,180.55,1457.33,-15.99,-17.31,-112.75
71.526,10,60.64,135.90,1092.28,-18.54,-19.21,-104.12
71.587,10,134.78,282.49,2264.70,-23.87,20.20,90.34
71.648,10,73.99,145.27,1194.89,-20.59,-22.40,-105.80
71.707,10,159.57,291.84,2400.98,-27.02,22.70,89.80
71.770,10,99.46,166.96,1416.43,-28.50,22.19,89.45
71.831,10,87.47,141.65,1212.70,-23.10,-26.42,-107.13
71.890,10,86.29,134.22,1183.08,-21.11,-29.99,-108.62
71.952,10,91.03,130.34,1178.62,-22.29,-30.11,-110.04
72.010,10,159.00,219.19,1952.41,-40.85,28.92,84.30
72.070,10,127.40,166.70,1524.95,-29.49,-31.31,-108.26
72.131,10,1739224.27,2472695.83,21651118.66,-27.37,22.71,32.87
72.191,10,165.38,204.16,1867.39,-38.22,-39.03,-94.11
72.253,10,148.76,180.91,1723.51,-19.35,-32.86,-121.75
72.313,10,196.08,237.51,2264.23,-16.82,-31.54,-124.91
72.372,10,193.61,238.38,2265.07,-19.49,-32.82,-119.14
72.435,10,119.33,145.17,1351.19,-35.72,-35.53,-100.96
72.494,10,161.55,203.31,1859.27,-38.28,-33.52,-95.72
72.554,10,104.18,135.23,1261.91,-25.97,-34.95,-110.81
72.615,10,114.92,146.61,1350.88,-35.08,-33.10,-99.78
72.675,10,149.15,190.84,1802.04,-27.71,30.64,100.81
72.742,10,111.22,141.93,1308.19,-33.29,-34.51,-102.73
72.796,10,95.93,122.94,1164.37,-28.35,-32.81,-110.70
72.855,10,211.85,283.17,2623.96,-26.06,31.61,104.01
72.918,10,126.95,166.57,1484.31,-38.80,-33.31,-92.65
72.976,10,81.94,107.36,1009.74,-23.32,-32.51,-114.76
