Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
76.414,,189.65,-56.43,1126.67,7.11,24.70,177.78
76.469,,195.63,-56.91,1133.14,4.30,-3.67,-166.50
76.523,,199.02,-57.79,1133.99,4.84,-1.49,-164.77
76.576,,201.85,-58.49,1134.44,4.85,-1.35,-164.83
76.631,,207.05,-59.58,1142.14,4.80,-3.15,-166.84
76.687,,211.57,-60.26,1129.26,3.99,-2.71,-167.18
76.745,,217.00,-61.67,1136.22,4.91,-0.74,-169.76
76.802,,221.83,-62.10,1138.03,4.14,-0.59,-169.98
76.857,,221.77,-60.84,1128.28,6.41,24.32,178.13
76.913,,224.84,-60.31,1137.76,4.39,4.05,-164.95
76.967,,224.30,-58.37,1123.41,3.62,-2.43,-168.01
77.025,,231.71,-57.31,1133.06,3.36,0.01,-168.06
77.080,,235.77,-56.99,1133.64,4.31,2.46,-168.67
77.134,,236.02,-56.73,1132.49,4.05,4.94,-165.49
77.188,,238.48,-55.46,1123.57,4.14,-0.22,-171.05
77.243,,241.91,-54.90,1126.89,5.07,20.92,175.99
77.297,,245.36,-53.55,1127.68,4.88,18.43,176.32
77.360,,246.09,-51.71,1116.89,4.70,16.78,172.87
77.416,,247.14,-49.43,1111.11,3.42,2.24,-172.26
77.471,,250.42,-48.85,1113.03,3.60,5.09,-174.13
77.526,,253.68,-46.83,1113.40,3.73,9.50,-173.75
77.580,,255.59,-44.69,1099.86,4.76,12.60,174.03
77.634,,258.42,-43.85,1098.15,5.47,23.39,-175.69
77.691,,261.62,-42.60,1093.52,4.49,9.15,-172.14
77.744,,262.63,-42.39,1091.35,5.81,23.50,-175.86
77.800,,264.28,-42.38,1091.13,5.40,18.33,-176.35
77.854,,262.57,-41.51,1082.18,5.01,4.63,-175.42
77.908,,262.44,-41.26,1083.77,4.32,7.63,-176.52
77.962,,261.99,-42.09,1085.06,5.37,17.45,-170.24
78.018,,261.57,-44.41,1082.48,4.31,13.25,175.70
78.073,,261.22,-43.87,1083.44,4.27,4.68,-175.38
78.129,,260.83,-44.12,1081.75,4.19,3.57,-175.31
78.185,,262.16,-45.00,1088.41,4.69,13.13,-168.54
78.241,,263.68,-45.69,1093.97,4.13,14.30,178.58
78.296,,259.41,-45.39,1076.04,3.97,6.46,-178.20
78.348,,258.96,-46.08,1076.81,5.73,21.38,-177.12
78.402,,259.54,-46.63,1079.47,5.27,9.63,-172.50
78.455,,257.82,-46.98,1075.47,4.64,4.19,-176.07
78.508,,254.55,-47.67,1066.92,5.03,12.72,175.64
78.563,,256.05,-48.22,1072.53,5.22,12.46,177.87
78.617,,256.69,-49.36,1077.50,5.38,17.42,-175.44
78.670,,254.41,-49.80,1071.27,5.25,15.44,177.14
78.723,,253.86,-49.14,1069.19,5.00,5.01,-175.40
78.775,,250.95,-48.70,1062.35,6.44,20.49,-176.57
78.827,,249.77,-48.43,1061.74,5.96,10.22,-169.12
78.881,,249.81,-48.76,1066.57,6.00,8.25,179.64
78.935,,246.37,-48.16,1059.45,6.65,8.63,176.73
78.990,,241.60,-47.12,1053.94,6.04,5.18,176.85
79.046,,241.23,-47.09,1059.84,6.30,15.17,-167.86
79.100,,239.12,-47.01,1056.33,4.78,3.26,-176.83
79.154,,237.21,-47.06,1055.02,6.22,18.76,-168.43
79.208,,235.93,-46.32,1053.78,5.22,9.23,178.96
79.263,,234.10,-44.84,1046.80,5.25,4.33,-175.56
79.321,,234.62,-44.65,1053.71,5.83,10.24,-173.09
79.373,,231.58,-44.22,1042.57,4.81,3.19,-178.02
79.435,,230.74,-44.61,1039.42,6.18,15.68,-165.89
79.504,,230.63,-45.60,1039.99,5.45,9.59,175.42
79.558,,234.73,-47.08,1047.54,6.21,19.29,-172.03
79.613,,237.17,-46.20,1044.08,5.05,14.46,-165.29
79.670,,243.22,-45.65,1055.29,5.01,18.11,-174.28
79.726,,244.96,-45.38,1055.41,4.44,8.22,179.77
79.782,,248.25,-44.30,1050.06,5.20,17.39,-176.01
79.839,,249.04,-44.77,1042.72,4.72,2.91,-177.36
79.894,,248.74,-45.15,1034.45,5.70,7.51,172.02
79.947,,253.58,-47.02,1039.06,6.38,12.15,176.43
80.004,,256.44,-48.14,1041.44,5.61,4.75,-176.11
80.057,,255.42,-48.65,1034.57,6.14,14.05,-164.46
80.108,,255.42,-48.65,1034.57,6.14,14.05,-164.46
80.159,,253.96,-49.20,1027.82,5.96,11.27,170.84
80.216,,256.71,-49.53,1038.92,5.70,10.37,175.46
80.267,,256.74,-51.11,1039.15,5.70,11.69,175.25
80.319,,254.93,-50.66,1030.31,5.91,19.75,-166.49
80.374,,255.93,-51.38,1028.73,5.75,7.51,174.33
80.427,,256.26,-51.29,1027.04,5.89,9.96,174.19
80.480,,255.88,-51.30,1024.19,5.34,7.91,174.78
80.535,,256.51,-50.92,1022.96,6.05,7.88,174.82
80.588,,257.15,-51.21,1022.41,7.41,20.17,-169.29
80.642,,254.62,-50.41,1009.29,6.32,7.13,172.77
80.695,,254.92,-50.84,1009.31,6.69,7.72,174.97
80.749,,255.47,-50.86,1009.59,6.57,5.38,174.66
80.803,,255.19,-50.31,1006.66,6.96,6.49,169.24
80.852,,256.23,-49.92,1009.44,6.42,2.87,174.81
80.904,,254.19,-49.10,1000.94,6.97,6.80,170.76
80.954,,254.19,-49.10,1000.94,6.97,6.80,170.76
81.006,,253.67,-48.46,1001.12,7.45,3.12,174.55
81.061,,251.78,-48.39,996.66,7.04,3.39,174.78
81.115,,250.48,-47.65,996.30,7.39,3.38,172.97
81.171,,244.84,-46.44,989.98,7.30,3.22,175.02
81.224,,243.97,-46.25,995.07,7.17,4.88,174.60
81.279,,241.72,-46.35,997.04,6.47,5.58,174.41
81.332,,237.92,-46.21,990.49,6.53,1.40,174.29
81.388,,233.43,-46.89,985.08,6.04,5.16,172.35
81.418,,232.88,-47.55,990.51,7.92,20.45,-166.25
81.472,,227.63,-48.49,983.26,6.36,4.70,170.47
81.521,,227.97,-49.36,989.88,6.29,3.21,176.12
81.577,,227.26,-49.27,990.71,6.60,3.27,174.74
81.640,,224.78,-49.35,985.79,5.90,3.27,172.50
81.693,,222.97,-49.59,984.43,6.58,3.28,172.49
81.747,,221.91,-50.12,986.35,5.55,3.50,174.33
81.802,,221.15,-50.18,984.29,6.58,3.26,172.46
81.857,,221.19,-49.42,984.44,6.24,2.94,174.40
81.912,,222.56,-49.59,990.65,6.05,5.34,174.34
81.960,,222.56,-49.59,990.65,6.05,5.34,174.34
82.009,,222.34,-49.63,988.89,6.28,2.59,176.13
82.062,,222.34,-49.63,988.89,6.28,2.59,176.13
82.113,,221.91,-49.52,986.38,5.55,3.51,174.32
82.163,,221.56,-49.00,978.27,5.95,4.84,170.56
82.217,,223.73,-49.52,986.45,5.56,3.50,174.36
82.271,,224.78,-49.35,985.79,5.90,3.27,172.50
82.324,,224.86,-48.68,984.26,6.03,5.12,172.11
82.376,,224.83,-47.63,984.64,6.24,2.96,174.45
82.430,,224.93,-46.60,991.00,5.95,3.26,174.05
82.486,,222.72,-45.24,997.14,5.54,1.14,173.78
82.541,,219.10,-43.38,998.60,5.19,1.57,171.86
82.597,,212.92,-39.84,1010.23,3.50,2.45,166.58
82.651,,211.64,-38.11,1038.39,3.46,-0.44,169.62
82.704,,206.93,-35.91,1036.90,3.47,-0.63,166.10
82.759,,204.27,-32.64,1051.62,4.30,2.15,163.92
82.816,,204.35,-30.63,1059.47,4.35,2.29,165.37
82.873,,202.50,-27.95,1073.51,4.77,2.82,166.66
82.928,,198.94,-27.79,1071.88,5.93,3.29,162.88
82.982,,201.37,-27.66,1094.83,5.29,3.35,169.90
83.037,,198.89,-25.96,1091.33,4.48,4.49,165.69
83.090,,200.38,-19.74,1102.97,4.92,3.86,163.50
83.145,,198.77,-10.19,1098.55,4.48,4.90,161.24
83.200,,194.42,2.97,1102.18,4.05,8.11,162.50
83.254,,190.70,12.88,1118.26,4.87,4.27,168.58
83.310,,183.72,20.90,1111.85,4.05,4.93,170.33
83.365,,171.37,33.61,1095.20,3.28,3.33,178.39
83.421,,151.42,60.63,1078.65,2.75,-4.50,-179.88
83.477,,150.12,63.31,1083.75,2.02,17.31,173.19
83.532,,140.64,77.55,1080.33,1.60,19.35,170.52
83.585,,126.19,95.17,1092.60,4.37,0.04,-179.54
83.643,,109.02,101.38,1098.63,4.47,-0.80,-176.60
83.706,,99.53,103.07,1106.46,3.68,-0.91,-179.13
83.763,,88.11,104.29,1104.28,2.10,12.14,173.04
83.817,,75.19,107.44,1097.77,3.24,-1.09,-178.21
83.866,,58.27,115.56,1103.17,3.76,-2.62,-178.88
83.918,,45.44,122.14,1101.00,2.66,11.23,169.25
83.973,,33.91,129.10,1101.89,5.12,-10.09,175.89
84.027,,9.87,140.67,1105.46,3.01,6.12,164.42
84.082,,-5.08,146.19,1113.18,1.89,8.18,167.08
84.139,,-31.64,154.94,1115.67,0.99,8.62,171.02
84.195,,-41.35,157.79,1110.37,1.89,3.66,163.18
84.248,,-62.08,167.97,1115.87,3.68,-11.00,173.57
84.303,,-75.81,173.11,1115.71,1.44,0.94,178.29
84.356,,-81.99,175.84,1115.17,1.46,0.64,178.27
84.412,,-88.63,177.60,1104.37,1.14,6.99,175.30
84.467,,-95.33,181.84,1104.73,1.61,4.11,174.64
84.521,,-104.09,188.20,1091.35,0.90,7.14,172.38
84.577,,-109.69,195.21,1090.99,1.68,4.62,177.27
84.633,,-116.10,205.59,1089.69,2.44,4.36,176.99
84.691,,-119.42,214.42,1079.90,1.23,8.28,177.75
84.747,,-119.34,219.63,1088.21,2.00,6.29,177.26
84.803,,-116.24,221.43,1081.17,2.74,4.37,-179.01
84.859,,-110.02,230.08,1086.64,3.01,8.65,176.96
84.860,,-10.09,-142.44,1278.21,43.94,-83.12,-137.07
84.916,,-104.29,235.07,1077.07,2.82,9.25,174.99
84.973,,-101.01,238.29,1073.96,3.62,7.10,-178.53
85.027,,-97.97,241.63,1077.91,10.50,-18.11,156.26
85.082,,-92.85,247.18,1080.91,4.40,7.14,179.61
85.137,,-89.61,249.55,1079.75,3.95,9.08,176.16
85.193,,-88.88,250.60,1081.24,4.36,7.26,179.46
85.248,,-86.73,250.97,1074.93,3.52,9.13,179.37
85.302,,-87.02,252.89,1080.94,4.01,5.38,179.71
85.357,,-86.91,253.33,1081.40,4.33,7.31,179.35
85.413,,-87.55,251.65,1074.88,3.88,7.37,179.12
85.470,,-92.25,250.93,1075.26,2.83,6.93,177.76
85.530,,-94.75,251.37,1081.29,3.29,5.04,179.88
85.615,,-97.85,248.18,1088.34,2.46,5.39,172.90
85.672,,-99.40,247.95,1090.32,1.84,8.51,172.11
85.728,,-100.64,245.95,1087.40,1.95,7.53,173.45
85.789,,-104.39,243.02,1082.49,1.14,9.74,173.15
85.849,,-105.58,243.74,1086.36,2.05,7.37,174.17
85.905,,-109.69,242.17,1085.21,1.64,9.09,174.68
85.960,,-113.98,240.45,1081.09,1.09,9.76,172.96
86.009,,-116.03,242.15,1086.31,1.36,6.85,174.45
86.062,,-117.92,243.47,1092.92,1.68,7.18,174.19
86.114,,-117.92,242.28,1085.84,7.42,-19.10,158.71
86.165,,-119.63,243.59,1088.02,1.57,9.44,173.23
86.217,,-120.63,245.26,1089.39,1.94,7.60,172.11
86.269,,-121.71,246.96,1093.01,2.55,6.54,174.19
86.321,,-123.64,247.74,1091.80,2.47,6.98,174.14
86.372,,-125.44,247.65,1086.63,2.24,7.73,176.64
86.429,,-127.97,250.16,1093.76,2.31,6.02,176.75
86.429,,614.86,496.21,2455.24,44.57,-55.63,-129.37
86.487,,-129.87,250.03,1090.91,1.35,8.40,175.02
86.543,,-132.49,251.63,1087.19,1.94,5.46,176.55
86.599,,-134.80,251.18,1080.80,-0.63,9.67,173.93
86.655,,-136.44,249.19,1072.61,-1.49,8.25,178.82
86.710,,-137.93,251.54,1084.31,-1.60,8.69,175.65
86.764,,-136.74,251.06,1080.16,-1.49,9.83,173.65
86.820,,-136.81,253.62,1084.38,6.72,-23.35,159.67
86.876,,-137.57,254.66,1082.50,-1.03,7.77,173.07
86.931,,-138.10,252.68,1065.33,-2.51,10.51,174.28
86.987,,-139.41,252.98,1066.54,-2.12,8.97,173.89
87.042,,-139.48,249.34,1055.94,-1.20,6.88,175.28
87.095,,-139.27,248.46,1059.40,-1.07,9.26,173.47
87.149,,-137.63,246.67,1056.89,-2.03,11.94,171.59
87.149,,-17.38,-172.35,1546.34,65.54,-80.96,-157.43
87.205,,-135.91,247.14,1059.08,-1.40,9.31,169.83
87.262,,-130.90,246.53,1051.78,-0.89,12.13,169.39
87.318,,-129.56,247.14,1051.62,-0.41,9.84,169.42
87.372,,-128.09,246.63,1046.03,-1.27,11.88,169.15
87.429,,-127.07,249.80,1058.20,0.27,8.93,168.56
87.486,,-121.66,245.84,1042.92,0.08,9.34,170.77
87.542,,-118.09,241.87,1025.58,-0.75,14.48,168.80
87.597,,-115.00,242.02,1022.16,0.05,14.14,171.82
87.652,,-113.23,245.33,1030.74,1.40,11.78,173.92
87.708,,-110.17,243.74,1021.54,0.45,12.33,172.25
87.765,,-106.50,245.96,1024.57,1.55,10.78,166.07
87.823,,-105.25,244.95,1016.95,1.84,11.06,168.82
87.889,,-104.38,245.91,1012.85,1.88,10.59,172.55
87.957,,-104.29,246.19,1008.66,1.67,11.36,174.66
87.957,,-9.16,-137.27,1231.86,45.04,-83.84,-138.13
88.015,,-103.86,244.98,1003.04,1.35,11.07,174.81
88.071,,-103.57,244.95,1009.67,2.46,9.77,170.29
88.071,,-8.05,-134.60,1204.69,41.08,-83.75,-133.20
88.129,,-102.79,241.71,998.94,1.17,11.89,169.76
88.185,,-102.67,241.82,999.40,1.51,10.59,168.97
88.243,,-103.05,242.36,1003.49,2.76,6.59,170.91
88.300,,-102.96,241.21,999.59,2.12,7.75,165.86
88.355,,-104.70,242.25,1004.42,2.77,6.61,167.55
88.411,,-104.99,241.24,999.51,1.90,9.12,168.18
88.467,,-106.59,239.88,999.04,3.05,4.21,166.97
88.525,,-109.29,239.33,999.20,1.94,8.94,168.37
88.583,,-111.42,234.68,997.91,2.23,7.67,170.05
88.641,,-111.12,230.79,992.70,2.35,8.72,168.51
88.701,,-113.43,232.22,1002.75,3.04,2.89,170.25
88.760,,-116.59,235.52,1019.71,3.86,0.02,167.77
88.817,,-116.35,230.57,998.86,7.34,-16.73,167.80
88.875,,-117.10,226.32,985.92,0.97,9.98,164.82
88.933,,-120.51,226.53,993.08,2.43,3.44,173.60
88.991,,-121.13,226.59,991.39,1.61,8.51,171.09
89.048,,-121.59,226.05,988.89,1.82,7.61,172.97
89.104,,-122.41,227.76,995.72,1.82,6.15,172.18
89.162,,-122.18,227.71,1001.75,2.55,4.77,171.21
89.193,,-120.30,224.16,987.04,0.56,11.88,167.43
89.253,,-121.81,226.43,998.46,1.33,8.53,165.98
89.309,,-122.65,228.44,998.92,1.70,6.95,167.64
89.366,,-122.95,228.31,992.15,1.36,9.75,167.22
89.423,,-122.93,228.64,992.10,2.01,6.78,170.30
89.479,,-123.11,227.94,987.14,1.08,9.35,167.44
89.536,,-125.35,230.75,997.73,1.65,6.98,170.58
89.592,,-125.56,231.55,995.66,1.84,5.93,172.14
89.649,,-124.62,230.76,990.32,1.30,9.74,172.05
89.705,,-125.14,233.05,998.69,2.91,2.91,173.98
89.763,,-123.66,231.24,993.93,1.08,7.80,168.86
89.821,,-122.82,230.16,993.46,1.40,9.24,166.76
89.876,,-123.74,231.55,998.66,2.01,5.31,169.04
89.930,,-122.13,230.65,992.80,1.40,9.42,169.67
89.990,,-122.88,232.15,1001.90,2.55,4.63,171.11
90.056,,-121.38,229.51,992.05,1.92,7.20,167.18
90.113,,-119.88,231.50,1011.07,1.99,5.76,168.97
90.169,,-108.54,231.83,1023.22,1.85,6.84,165.20
90.224,,-100.00,234.67,1024.65,0.83,11.28,169.04
90.280,,-93.46,239.39,1040.60,2.66,8.53,170.99
90.337,,-88.82,240.39,1040.89,2.36,9.97,172.15
90.392,,-78.21,246.66,1051.99,3.68,9.61,175.72
90.450,,-71.53,249.93,1061.35,4.29,12.31,174.21
90.506,,-64.04,256.22,1074.10,10.57,-10.21,171.10
90.562,,-68.28,258.08,1072.24,7.31,9.50,164.51
90.616,,-73.64,259.57,1081.21,9.86,0.72,175.69
90.617,,576.22,-525.54,3418.49,-99.20,21.80,-111.71
90.672,,-78.08,259.36,1086.49,8.32,5.87,177.89
90.727,,-84.95,262.14,1091.22,9.41,13.82,-175.58
90.782,,-91.68,263.59,1100.68,10.05,17.55,-175.99
90.838,,-102.93,258.99,1094.69,7.48,24.69,-178.10
90.894,,-118.17,260.05,1101.97,5.43,24.38,-176.89
90.949,,-127.76,258.92,1095.76,3.99,24.53,-173.73
91.004,,-162.36,262.06,1085.13,1.12,24.47,-170.16
91.055,,-169.68,262.35,1073.04,0.86,24.90,-166.80
91.109,,-191.54,263.41,1051.84,2.53,28.98,-158.83
91.162,,-197.40,264.63,1053.00,4.78,28.48,-156.54
91.535,,-280.32,232.93,765.44,50.71,36.60,-146.26
91.589,,-273.38,227.76,733.64,52.52,37.90,-147.59
91.644,,-267.96,224.83,718.04,82.82,-20.16,94.86
91.696,,-264.86,222.15,708.55,51.58,36.00,-153.15
91.750,,-259.96,219.27,701.34,48.08,33.62,-156.16
91.803,,-251.55,216.73,693.65,46.67,33.63,-154.44
91.858,,-242.26,214.53,685.62,44.46,30.75,-150.98
92.066,,-209.19,199.99,660.54,61.95,-25.31,104.23
92.125,,-203.30,199.55,654.12,60.32,-27.06,104.66
